x,y
0.0,0.0
0.19647340733727622,0.0
0.30948172237782445,0.0
0.42990309497258383,0.0
0.6237690401306332,0.0
0.79616612082324,0.0
0.9650251414145246,0.0
1.0806373072795235,0.0
1.2401428378444908,0.0
1.415309514232479,0.0
1.611142381278658,0.0
1.8052941418935151,0.0
1.9224419343840977,0.0
2.075979381422759,0.0
2.1811865447585417,0.0
2.3012950373613315,0.0
2.454230946089553,0.0
2.5690253482568846,0.0
2.6838236216004026,0.0
2.86879786289859,0.0
3.003847576639593,0.0
3.1146712475460587,0.0
3.2719660592725655,0.0
3.4716058591093923,0.0
3.5814550906013536,0.0
3.7422124081404546,0.0
3.8581445483227945,0.0
3.971078863987173,0.0
4.0712637863523975,0.0
4.211637714324994,0.0
4.3589209847309265,0.0
4.469290660546043,0.0
4.578121756856614,0.0
4.6885337045400375,0.0
4.8759095052990995,0.0
5.0,0.0
5.434120444167326,0.037980617469480116
5.855050358314172,0.15076844803522915
6.25,0.3349364905389032
6.606969024216348,0.5848888922025548
6.915111107797445,0.8930309757836519
7.165063509461096,1.25
7.34923155196477,1.644949641685828
7.46201938253052,2.065879555832674
7.5,2.5
7.5,2.605861469299546
7.5,2.7139245024476235
7.5,2.907213987700984
7.5,3.039586631838012
7.5,3.220557782196506
7.5,3.396618333798551
7.5,3.5451893441704208
7.5,3.7267764578792577
7.5,3.829104818531513
7.5,4.020273499095967
7.5,4.213607334080238
7.5,4.408900011401863
7.5,4.539922676229035
7.5,4.728827853112339
7.5,4.882610089729552
7.5,5.036110444250003
7.5,5.199493304884766
7.5,5.353078372757995
7.5,5.527653829036675
7.5,5.691500195525089
7.5,5.859003984453502
7.5,5.964233142494035
7.5,6.075131314830354
7.5,6.226914977315927
7.5,6.339156696805456
7.5,6.439592920162021
7.5,6.582730497074474
7.5,6.701648135606096
7.5,6.84947627431182
7.5,7.0323188450469125
7.5,7.193978268913623
7.5,7.31131667477297
7.5,7.477740922175227
