x,y
0.0,0.0
0.634239196565645,0.6329622678687462
1.2659245357374926,1.255739935905396
1.8925124436041023,1.858312278301638
2.511479871810792,2.4309836805023433
3.120334456984871,2.9645396452732022
3.716624556603276,3.45039505741056
4.297949120891716,3.880732321458785
4.861967361004687,4.248627149747572
5.406408174555974,4.548159976772591
5.9290792905464045,4.77451120722037
6.4278760968653925,4.92403876506104
6.90079011482112,4.994336695915041
7.3459170865753345,4.984273879759712
7.76146464291757,4.894012231073894
8.345759520503359,4.725004093573343
8.897254299495144,4.47996887145668
8.974533634475819,4.162849273173857
9.36319953545182,3.7787478717712912
9.61478602651068,3.333845002581458
9.8902241444074,2.8352993193138536
10.018115683235418,2.2911326086370525
10.04807753012208,1.7101007166283446
10.13838464461254,1.1015526639327042
10.188673391830083,0.4752802165209122
10.198741276738753,-0.1586396674903392
10.168547759519422,-0.7900069798667506
10.098214418809325,-1.4086627842071495
9.978802446214777,-2.0046526770330693
9.838421585599422,-2.568386957867032
9.650008187146685,-3.0907949311030256
9.423542941045813,-3.5634708568943148
9.3993774291336,-3.9788092026541606
8.900254037844386,-4.330127018922194
8.505698546347714,-4.611771470522906
7.957618405308321,-4.819210792799712
7.557495743542584,-4.949107209404663
7.126941713788629,-4.999370638369375
6.667690005162916,-4.96919232230627
6.18158986220605,-4.859057841617709
5.670598638627707,-4.670739301325534
5.136773915734062,-4.407266817237908
4.582265217274105,-4.07287976025168
4.009305354066136,-3.672958543287666
3.4202014332566892,-3.2139380484326976
2.817325568414297,-2.703204087277987
2.2031053278654085,-2.148974560445859
1.580013959733499,-1.5601672284924353
0.9505604330418244,-0.9462562218020488
0.3172793349806764,-0.3171195982828226
-0.3172793349806784,0.3171195982828244
-0.9505604330418262,0.9462562218020508
-1.5800139597335012,1.5601672284924375
-2.2031053278654062,2.1489745604458577
-2.817325568414299,2.7032040872779888
-3.420201433256687,3.213938048432696
-4.0093053540661385,3.6729585432876672
-4.582265217274104,4.072879760251679
-5.136773915734064,4.40726681723791
-5.670598638627705,4.670739301325533
-6.181589862206051,4.85905784161771
-6.667690005162914,4.969192322306268
-7.1269417137886295,4.999370638369376
-7.5574957435425825,4.949107209404663
-7.957618405308322,4.819210792799712
-8.325698546347711,4.611771470522906
-8.660254037844387,4.330127018922191
-8.95993774291336,3.97880920265416
-9.223542941045812,3.5634708568943148
-9.450008187146684,3.090794931103028
-9.638421585599422,2.568386957867028
-9.788024462147789,2.004652677033067
-9.898214418809326,1.4086627842071497
-9.968547759519423,0.7900069798667528
-9.99874127673875,0.158639667490335
-9.988673391830082,-0.4752802165209142
-9.93838464461254,-1.1015526639327018
-9.848077530122081,-1.7101007166283402
-9.718115683235418,-2.2911326086370543
-9.54902241444074,-2.8352993193138536
-9.341478602651067,-3.333845002581457
-9.09631995354518,-3.778747871771296
-8.814533634475819,-4.162849273173858
-8.497254299495143,-4.479968871456679
-8.14575952050336,-4.72500409357334
-7.761464642917568,-4.894012231073896
-7.345917086575332,-4.984273879759712
-6.90079011482112,-4.994336695915041
-6.427876096865395,-4.9240387650610415
-5.929079290546401,-4.774511207220369
-5.406408174555974,-4.548159976772591
-4.861967361004688,-4.2486271497475725
-4.297949120891719,-3.8807323214587863
-3.7166245566032736,-3.450395057410558
-3.1203344569848706,-2.964539645273202
-2.511479871810794,-2.4309836805023446
-1.8925124436040976,-1.8583122783016337
-1.2659245357374906,-1.2557399359053938
-0.6342391965656452,-0.6329622678687464
-2.4492935982947065e-15,-2.4492935982947065e-15
