x,y
0.0,0.0
0.31711959828282255,0.31648113393437316
0.6329622678687463,0.627869967952698
0.9462562218020512,0.929156139150819
1.255739935905396,1.2154918402511716
1.5601672284924355,1.4822698226366011
1.858312278301638,1.72519752870528
2.148974560445858,1.9403661607293923
2.4309836805023433,2.124313574873786
2.703204087277987,2.2740799883862954
2.9645396452732022,2.387255603610185
3.2139380484326963,2.46201938253052
3.45039505741056,2.4971683479575204
3.6729585432876672,2.4921369398798556
3.8807323214587846,2.447006115536947
4.172879760251679,2.3625020467866715
4.448627149747572,2.23998443572834
4.487266817237909,2.0814246365869287
4.68159976772591,1.8893739358856458
4.80739301325534,1.666922501290729
4.9451120722037,1.4176496596569268
5.009057841617709,1.1455663043185262
5.02403876506104,0.8550503583141723
5.06919232230627,0.5507763319663521
5.094336695915041,0.2376401082604561
5.099370638369376,-0.07931983374516963
5.084273879759711,-0.3950034899333753
5.049107209404663,-0.7043313921035748
4.9894012231073894,-1.0023263385165346
4.919210792799711,-1.284193478933516
4.825004093573343,-1.5453974655515128
4.711771470522907,-1.7817354284471574
4.6996887145668,-1.9894046013270805
4.450127018922193,-2.165063509461097
4.252849273173857,-2.305885735261453
3.9788092026541606,-2.4096053963998556
3.7787478717712917,-2.4745536047023315
3.5634708568943143,-2.4996853191846875
3.333845002581458,-2.484596161153135
3.090794931103025,-2.4295289208088544
2.8352993193138536,-2.335369650662767
2.568386957867031,-2.2036334086189546
2.2911326086370525,-2.03643988012584
2.004652677033068,-1.836479271643833
1.7101007166283446,-1.6069690242163488
1.4086627842071484,-1.3516020436389935
1.1015526639327042,-1.0744872802229297
0.7900069798667495,-0.7800836142462176
0.4752802165209122,-0.4731281109010244
0.15863966749033828,-0.1585597991414113
-0.15863966749033925,0.15855979914141227
-0.4752802165209131,0.4731281109010254
-0.7900069798667506,0.7800836142462187
-1.1015526639327031,1.0744872802229288
-1.4086627842071495,1.3516020436389944
-1.7101007166283435,1.606969024216348
-2.0046526770330693,1.8364792716438338
-2.2911326086370516,2.0364398801258394
-2.568386957867032,2.203633408618955
-2.8352993193138527,2.3353696506627664
-3.0907949311030256,2.429528920808855
-3.3338450025814574,2.4845961611531346
-3.5634708568943148,2.499685319184688
-3.7787478717712912,2.4745536047023315
-3.978809202654161,2.4096053963998556
-4.1628492731738564,2.3058857352614535
-4.330127018922194,2.1650635094610955
-4.47996887145668,1.98940460132708
-4.611771470522906,1.7817354284471574
-4.725004093573342,1.5453974655515141
-4.819210792799711,1.284193478933514
-4.894012231073894,1.0023263385165335
-4.949107209404663,0.7043313921035749
-4.984273879759711,0.3950034899333764
-4.999370638369375,0.07931983374516755
-4.994336695915041,-0.2376401082604571
-4.96919232230627,-0.5507763319663509
-4.924038765061041,-0.8550503583141701
-4.859057841617709,-1.1455663043185271
-4.77451120722037,-1.4176496596569268
-4.670739301325534,-1.6669225012907283
-4.54815997677259,-1.8893739358856476
-4.407266817237909,-2.081424636586929
-4.248627149747572,-2.2399844357283394
-4.07287976025168,-2.3625020467866706
-3.8807323214587837,-2.4470061155369476
-3.672958543287666,-2.4921369398798556
-3.45039505741056,-2.4971683479575204
-3.2139380484326976,-2.4620193825305208
-2.9645396452732005,-2.3872556036101846
-2.703204087277987,-2.2740799883862954
-2.4309836805023437,-2.1243135748737862
-2.1489745604458594,-1.9403661607293934
-1.8583122783016366,-1.725197528705279
-1.5601672284924353,-1.4822698226366007
-1.255739935905397,-1.2154918402511723
-0.9462562218020488,-0.9291561391508167
-0.6329622678687453,-0.6278699679526969
-0.3171195982828226,-0.3164811339343732
-1.2246467991473533e-15,-1.2246467991473533e-15
