Latitude,Longitude,Height
0.888881907669962,0.094202185998082,79.378079578963025
0.888881907413386,0.094202185154540,79.374515202460572
0.888881906998097,0.094202185318291,79.380556328440974
0.888881907219914,0.094202184654922,79.384863778483080
0.888881906887745,0.094202184992777,79.384672712784067
0.888881906935729,0.094202185029199,79.382608339358654
0.888881904051128,0.094202176570322,79.383455265244109
0.888881898460474,0.094202170545379,79.392833404219601
0.888881884386164,0.094202157126727,79.392084888420854
0.888881865716232,0.094202138695775,79.391555546137724
0.888881838481924,0.094202121714294,79.393342741239223
0.888881817169304,0.094202098531547,79.388629841297288
0.888881785537610,0.094202076157082,79.396938152487110
0.888881760324936,0.094202049350022,79.381815132563332
0.888881724232106,0.094202016713789,79.382731326349557
0.888881681209393,0.094201981636843,79.383238298539695
0.888881634613170,0.094201957502469,79.379776255212704
0.888881598501749,0.094201924403232,79.395732013869932
0.888881557944106,0.094201895534394,79.391788650037952
0.888881519074598,0.094201866657296,79.399923126464373
0.888881476019419,0.094201838250976,79.399559385696364
0.888881430058446,0.094201805550732,79.390246019414363
0.888881383698515,0.094201774464572,79.395594528564828
0.888881329186658,0.094201736544242,79.407000910691963
0.888881272795785,0.094201697561336,79.402717220799047
0.888881215202547,0.094201659888795,79.419877905523094
0.888881156962682,0.094201622995418,79.415800108351704
0.888881099673860,0.094201586922808,79.420462640408985
0.888881042619645,0.094201548245545,79.418000631763789
0.888880988469742,0.094201504684908,79.419985753166486
0.888880932177917,0.094201453853112,79.425994677390406
0.888880873344963,0.094201412985498,79.420614973735468
0.888880819728757,0.094201362013261,79.425931091898264
0.888880770575180,0.094201305911494,79.434374972959063
0.888880713198094,0.094201257979719,79.452773854109523
0.888880656357298,0.094201201092243,79.445703768190029
0.888880595861681,0.094201140433271,79.452780212747712
0.888880534068571,0.094201080705100,79.450125223596444
0.888880474797548,0.094201017455984,79.440575121866971
0.888880413409870,0.094200955216338,79.443976745402423
0.888880353568129,0.094200897022513,79.448617611704250
0.888880293122341,0.094200840132045,79.455235709331703
0.888880230555915,0.094200783200719,79.452394038192878
