Latitude,Longitude,Height
0.888880173116114,0.094200728003875,79.414942558411454
0.888880111652766,0.094200676323721,79.425187795309782
0.888880052928043,0.094200632798657,79.430608757184146
0.888879994155142,0.094200584665896,79.430226336368946
0.888879933075267,0.094200535825059,79.431448158470062
0.888879873404021,0.094200485838148,79.441849946719131
0.888879811353364,0.094200437885985,79.453509631690594
0.888879752318028,0.094200384407763,79.435012571964634
0.888879690769727,0.094200334423408,79.443128965908173
0.888879631528733,0.094200285228121,79.436318678452579
0.888879572881563,0.094200238171749,79.444035591168088
0.888879511728944,0.094200193050358,79.427698236514374
0.888879451156373,0.094200145968580,79.472521778722310
0.888879387431213,0.094200100548254,79.461235157138759
0.888879327818201,0.094200058182991,79.439332271720829
0.888879272357306,0.094200013415626,79.432477743719687
0.888879213144450,0.094199971494300,79.451904677546892
0.888879144399750,0.094199932531366,79.423796332080016
0.888879075608093,0.094199893472387,79.398664721416708
0.888879002114266,0.094199868154813,79.430971822129251
0.888878934970722,0.094199849385360,79.516857250506547
0.888878868712834,0.094199841234470,79.539541502251964
0.888878806257138,0.094199835434039,79.536070540706078
0.888878741962584,0.094199838330559,79.559852665583975
0.888878683574910,0.094199846642406,79.557835951229563
0.888878629352794,0.094199856571683,79.549414939069933
0.888878572383962,0.094199877174585,79.563436826203954
0.888878515883193,0.094199896189056,79.554500646549045
0.888878461190733,0.094199922975274,79.565910601732327
0.888878407386131,0.094199953305174,79.584049997219424
0.888878354816170,0.094199980946862,79.583931563980769
0.888878301963386,0.094200016625365,79.585796576190575
0.888878253527935,0.094200050449193,79.571536330820166
0.888878199609548,0.094200094527009,79.577546021130743
0.888878151598767,0.094200128527615,79.602706508972901
0.888878103628141,0.094200167720665,79.565098238797333
0.888878051934118,0.094200224993462,79.498177456941576
0.888877997663785,0.094200280875328,79.508665889818658
0.888877942960421,0.094200334301596,79.604015250097731
0.888877901145421,0.094200391809848,79.457537058315978
0.888877852979501,0.094200449819249,79.462361990254564
0.888877809963928,0.094200510211173,79.469201978219672
0.888877767188565,0.094200570747200,79.481616738213262
0.888877726278924,0.094200629204874,79.455375746801778
0.888877687775600,0.094200683095276,79.470341072546660
0.888877649075539,0.094200747623733,79.449966381939120
0.888877614036260,0.094200809780273,79.469314091249103
0.888877581416884,0.094200872513641,79.404851479761788
0.888877547582633,0.094200936472680,79.351539567711896
0.888877518004209,0.094201002844262,79.345030165165838
0.888877481768068,0.094201073703151,79.368077942556695
0.888877453062973,0.094201132991509,79.390527988499429
0.888877421856160,0.094201201490436,79.417461740049689
0.888877389511007,0.094201268402006,79.470631163748038
0.888877359741353,0.094201337373522,79.474237012218040
0.888877329673904,0.094201413020040,79.434677175327110
0.888877293963046,0.094201478252297,79.525746880654253
0.888877270497108,0.094201551500221,79.478601450290611
0.888877242312632,0.094201621337338,79.508204285550704
0.888877209404301,0.094201698351261,79.530751920051500
0.888877179911514,0.094201779099087,79.536248992539868
0.888877149050526,0.094201858119870,79.487678026566996
0.888877114921975,0.094201933229789,79.522395891534529
0.888877084382736,0.094202003940516,79.491750828808904
0.888877052976955,0.094202081808944,79.520937763708730
0.888877021742823,0.094202162283586,79.503719124013827
0.888876990047602,0.094202242909862,79.478142482738548
0.888876958347417,0.094202316891435,79.454160682227354
0.888876925645133,0.094202398589324,79.454586515155356
0.888876896597710,0.094202468918664,79.439758582651962
0.888876871004105,0.094202528372228,79.488360110210010
0.888876848479376,0.094202582508300,79.488064994015943
0.888876830080065,0.094202628231987,79.480959326608172
0.888876808905861,0.094202683100609,79.499744757641849
0.888876790072501,0.094202724443979,79.527324077418328
0.888876779385519,0.094202749837921,79.520367095557887
0.888876776380264,0.094202757427069,79.521680193925746
0.888876775719007,0.094202758781299,79.519121796318160
0.888876775562709,0.094202758660716,79.516337234487011
0.888876776093979,0.094202758251454,79.513279872490514
0.888876776113760,0.094202757557809,79.519658399098901
0.888876775576270,0.094202759156326,79.513486592891439
0.888876775593862,0.094202758015464,79.517907711885925
0.888876775769117,0.094202758257783,79.511647060988707
0.888876775426720,0.094202757630132,79.506880077214419
0.888876774850725,0.094202757960749,79.517927945539114
0.888876775093782,0.094202757234849,79.522876342477261
